OBJECTID,Report_Date,Confirmed_New,Confirmed_Total,Recovered_New,Recovered_Total,Deaths_New,Deaths_Total,Active_Total,Tested,Tested_Total,Positive_Test_Rate
654,12/28/2021 0:00,1504,285654,401,250727,0,5364,29563,4636,2999548,0.324417601
655,12/29/2021 0:00,3297,288951,236,250963,8,5372,32616,9637,3009185,0.342118917
656,12/30/2021 0:00,3286,292237,260,251223,4,5376,35638,11703,3020888,0.280782705
657,12/31/2021 0:00,2791,295028,1058,252281,2,5378,37369,9384,3030272,0.297421142
658,1/1/2022 0:00,2127,297155,1434,253715,3,5381,38059,6710,3036982,0.316989568
659,1/2/2022 0:00,1354,298509,400,254115,3,5384,39010,5331,3042313,0.253986119
660,1/3/2022 0:00,1223,299732,2436,256551,10,5394,37787,4003,3046316,0.305520859
661,1/4/2022 0:00,2402,302134,1982,258533,7,5401,38200,10638,3056954,0.225794322
662,1/5/2022 0:00,2216,304350,775,259308,3,5404,39638,8669,3065623,0.255623486
663,1/6/2022 0:00,2336,306686,1759,261067,7,5411,40208,10558,3076181,0.221254025
664,1/7/2022 0:00,2444,309130,1066,262133,14,5425,41572,9269,3085450,0.263674614
665,1/8/2022 0:00,1667,310797,2523,264656,12,5437,40704,8703,3094153,0.191543146
666,1/9/2022 0:00,741,311538,306,264962,9,5446,41130,5329,3099482,0.139050479
667,1/10/2022 0:00,1034,312572,3611,268573,8,5454,38545,4975,3104457,0.207839196
668,1/11/2022 0:00,1105,313677,3320,271893,8,5462,36322,6945,3111402,0.159107271
669,1/12/2022 0:00,813,314490,4126,276019,7,5469,33002,6005,3117407,0.135387177
670,1/13/2022 0:00,1175,315665,3025,279044,3,5472,31149,10073,3127480,0.116648466
671,1/14/2022 0:00,1035,316700,1155,280199,10,5482,31019,9337,3136817,0.110849309
672,1/15/2022 0:00,624,317324,1144,281343,6,5488,30493,7045,3143862,0.088573456
673,1/16/2022 0:00,310,317634,3384,284727,0,5488,27419,3961,3147823,0.078263065
674,1/17/2022 0:00,223,317857,900,285627,11,5499,26731,3456,3151279,0.064525463
675,1/18/2022 0:00,392,318249,856,286483,5,5504,26262,5730,3157009,0.068411867
676,1/19/2022 0:00,762,319011,657,287140,16,5520,26351,7780,3164789,0.097943445
677,1/20/2022 0:00,368,319379,823,287963,0,5520,25896,6003,3170792,0.061302682
678,1/21/2022 0:00,459,319838,461,288424,8,5528,25886,6193,3176985,0.074115937
679,1/22/2022 0:00,300,320138,1123,289547,3,5531,25060,6072,3183057,0.049407115
680,1/23/2022 0:00,91,320229,1814,291361,23,5554,23314,3229,3186286,0.0281821
681,1/24/2022 0:00,170,320399,556,291917,4,5558,22924,3659,3189945,0.046460782
682,1/25/2022 0:00,185,320584,440,292357,4,5562,22665,5515,3195460,0.033544878
